booking_id,booking_datetime,pickup_location,drop_location,distance_km,estimated_fare,booking_hour,booking_day,booking_day_of_week,passenger_count,vehicle_type,payment_method,driver_rating,customer_rating,driver_experience_years,driver_acceptance_rate,customer_previous_cancellations,customer_total_bookings,driver_previous_cancellations,surge_multiplier,estimated_pickup_time_minutes,weather,traffic_condition,booking_source,is_weekend,cancellation
CAB_15634,2025-02-26 20:46:00,Residential,Old Town,13.4,316.23,20,26,2,3,SUV,UPI,4.44,4.26,7.63,57.13,1,34,0,1.0,28.57,Clear,Low,App,0,0
CAB_15635,2024-03-13 00:38:00,Downtown,Harbor,8.04,195.44,0,13,2,3,Economy,Cash,4.51,4.46,3.32,89.63,4,35,2,1.57,41.74,Rainy,Moderate,Call Center,0,1
CAB_15636,2026-04-24 15:20:00,University,Downtown,8.45,167.27,15,24,4,2,Economy,Card,4.91,2.98,4.32,77.14,1,32,2,1.84,63.5,Snow,Severe,App,0,1
CAB_15637,2026-07-10 07:23:00,Downtown,Market,4.94,120.0,7,10,4,2,Premium,Wallet,4.92,3.88,6.25,80.55,2,35,0,1.28,43.19,Cloudy,Severe,Partner,0,1
CAB_15638,2025-03-07 15:49:00,Residential,Harbor,13.06,303.52,15,7,4,4,Economy,Cash,4.69,4.31,10.09,91.81,0,27,0,1.67,58.4,Rainy,Moderate,Call Center,0,0
CAB_15639,2025-09-28 09:20:00,Harbor,Harbor,13.52,322.24,9,28,6,2,Auto,Wallet,4.12,5.0,8.55,79.13,2,35,0,1.58,53.11,Clear,Heavy,Call Center,1,1
CAB_15640,2024-11-20 07:17:00,Residential,Harbor,12.27,279.58,7,20,2,2,Economy,Cash,4.39,4.36,1.9,76.13,1,35,1,1.0,47.01,Cloudy,Moderate,Call Center,0,1
CAB_15641,2025-10-14 23:40:00,Old Town,Airport,12.28,285.05,23,14,1,1,Premium,Card,4.44,4.38,3.28,98.33,1,27,1,1.0,46.98,Clear,Low,Website,0,0
CAB_15642,2025-11-29 04:37:00,Residential,University,12.43,209.13,4,29,5,3,Economy,Cash,4.51,3.87,0.5,98.54,2,35,1,1.0,36.47,Cloudy,Low,Call Center,1,1
CAB_15643,2025-01-11 11:57:00,University,Old Town,10.43,195.54,11,11,5,1,Auto,UPI,4.15,3.5,5.34,84.32,2,28,1,1.22,54.98,Cloudy,Severe,App,1,1
CAB_15644,2026-05-29 22:38:00,University,Residential,18.84,393.82,22,29,4,1,Economy,Card,4.92,3.67,8.53,98.52,1,32,1,1.0,55.31,Clear,Moderate,App,0,0
CAB_15645,2026-05-02 11:47:00,Airport,Business District,7.4,177.12,11,2,5,2,Economy,UPI,4.7,4.66,5.62,67.02,3,32,1,1.51,43.78,Storm,Moderate,App,1,1
CAB_15646,2024-06-10 18:31:00,University,Old Town,6.99,143.97,18,10,0,3,SUV,Wallet,4.89,4.55,11.45,89.64,2,28,2,1.6,52.84,Rainy,Moderate,App,0,1
CAB_15647,2026-09-21 11:52:00,Old Town,Harbor,7.46,234.78,11,21,0,3,Economy,UPI,4.57,4.48,7.26,83.06,1,28,0,1.0,31.51,Clear,Low,Call Center,0,0
CAB_15648,2025-03-31 08:23:00,Business District,Harbor,9.53,200.73,8,31,0,2,Economy,Card,4.39,4.27,5.21,85.53,2,30,1,1.62,49.14,Clear,Heavy,Call Center,0,1
CAB_15649,2025-02-14 23:12:00,Business District,Harbor,15.83,296.23,23,14,4,1,Economy,Wallet,4.95,4.52,3.51,99.0,1,31,0,1.0,56.43,Clear,Low,App,0,1
CAB_15650,2026-11-02 07:32:00,Residential,University,7.95,186.35,7,2,0,1,Auto,UPI,3.6,3.67,4.46,76.63,0,25,3,1.0,37.43,Clear,Moderate,Partner,0,0
CAB_15651,2024-10-11 15:17:00,Downtown,Old Town,6.03,134.47,15,11,4,4,Auto,Card,4.19,3.76,10.81,79.19,3,38,2,1.0,5.43,Clear,Low,App,0,0
CAB_15652,2025-02-09 20:37:00,Airport,Airport,10.48,239.59,20,9,6,4,Economy,UPI,4.32,4.93,15.54,99.0,2,38,1,1.51,37.64,Rainy,Low,Call Center,1,1
CAB_15653,2026-04-25 13:32:00,Downtown,Market,1.0,120.0,13,25,5,1,Economy,Wallet,5.0,4.91,7.7,90.93,1,29,3,1.0,19.88,Clear,Moderate,App,1,0
CAB_15654,2024-02-13 05:43:00,Old Town,Old Town,7.36,152.83,5,13,1,3,Premium,Cash,4.45,4.07,9.67,89.83,3,31,1,1.49,33.07,Rainy,Moderate,App,0,0
CAB_15655,2026-02-18 11:10:00,Market,Old Town,4.92,120.0,11,18,2,4,Economy,Card,4.16,3.7,2.35,89.94,2,25,2,1.0,28.44,Clear,Low,Website,0,0
CAB_15656,2026-03-24 21:32:00,Airport,Residential,4.98,120.0,21,24,1,3,Premium,Cash,5.0,4.33,12.97,77.96,1,37,4,1.0,8.3,Clear,Low,App,0,0
CAB_15657,2025-02-27 02:41:00,Harbor,Downtown,7.39,120.0,2,27,3,1,Premium,Cash,4.59,4.66,4.13,74.32,4,43,1,1.0,35.37,Cloudy,Low,Partner,0,1
CAB_15658,2024-09-28 13:11:00,Old Town,Airport,14.35,311.51,13,28,5,4,Premium,Cash,4.49,4.77,0.5,83.52,1,43,1,1.52,48.31,Rainy,Low,Website,1,1
CAB_15659,2024-12-24 04:31:00,University,Business District,7.46,178.05,4,24,1,4,Economy,UPI,3.72,4.4,6.79,66.4,1,28,0,1.0,23.8,Clear,Moderate,App,0,1
CAB_15660,2024-03-17 11:58:00,Airport,University,17.85,370.65,11,17,6,2,Economy,Cash,5.0,4.41,8.31,68.16,1,32,2,1.0,48.05,Cloudy,Low,App,1,1
CAB_15661,2024-03-06 13:07:00,University,Old Town,9.92,221.66,13,6,2,4,Economy,Card,5.0,4.02,1.17,98.43,1,34,1,1.91,49.36,Rainy,Heavy,Partner,0,1
CAB_15662,2025-02-24 16:01:00,Residential,Airport,1.0,120.0,16,24,0,1,SUV,Card,4.27,4.74,7.1,90.09,3,41,1,1.0,5.07,Clear,Low,App,0,0
CAB_15663,2024-10-18 00:35:00,Downtown,Downtown,2.8,120.0,0,18,4,2,Economy,Wallet,4.03,4.6,5.58,84.95,0,31,3,1.0,9.33,Clear,Low,App,0,0
CAB_15664,2024-09-19 06:45:00,Residential,Business District,2.13,120.0,6,19,3,2,SUV,Cash,5.0,4.42,1.84,99.0,2,33,0,1.0,12.82,Cloudy,Low,App,0,1
CAB_15665,2025-03-17 07:16:00,Business District,Downtown,5.62,120.0,7,17,0,3,SUV,Cash,4.65,3.82,3.96,61.84,2,36,1,1.0,14.29,Clear,Low,App,0,0
CAB_15666,2026-05-12 02:31:00,Business District,Business District,8.91,180.77,2,12,1,3,Premium,Card,5.0,5.0,4.86,95.45,1,35,0,1.79,34.53,Rainy,Low,Call Center,0,0
CAB_15667,2024-07-16 00:00:00,Old Town,Harbor,7.27,136.4,0,16,1,1,Auto,Card,4.21,3.99,4.52,71.24,1,36,0,1.0,33.77,Clear,Low,Website,0,0
CAB_15668,2025-06-26 21:11:00,University,Market,1.0,120.0,21,26,3,1,Economy,Cash,5.0,3.69,3.57,69.75,1,37,0,1.0,10.76,Clear,Moderate,Website,0,0
CAB_15669,2024-11-21 12:54:00,Downtown,Airport,3.3,120.0,12,21,3,1,Auto,UPI,4.33,4.86,5.4,66.02,3,36,1,1.88,39.16,Rainy,Severe,Call Center,0,1
CAB_15670,2024-12-18 16:07:00,Old Town,Market,2.43,120.0,16,18,2,4,Economy,Cash,4.56,4.95,5.3,85.23,2,37,1,1.0,5.0,Clear,Low,Website,0,0
CAB_15671,2025-01-15 08:33:00,Market,Business District,4.27,120.0,8,15,2,2,Economy,Wallet,4.46,4.66,0.5,68.13,3,43,3,2.05,46.63,Rainy,Heavy,App,0,0
CAB_15672,2026-12-07 08:04:00,Old Town,Downtown,6.54,171.77,8,7,0,2,Economy,UPI,4.07,5.0,8.59,73.6,2,28,1,1.92,34.11,Storm,Low,App,0,1
CAB_15673,2024-04-29 11:50:00,Residential,Harbor,11.47,235.35,11,29,0,2,Premium,Card,4.25,4.88,3.93,81.03,2,31,0,1.36,61.52,Storm,Moderate,Partner,0,1
CAB_15674,2025-02-21 18:31:00,Downtown,Airport,1.0,120.0,18,21,4,4,Economy,Card,4.71,3.4,3.2,67.96,0,38,1,1.17,23.95,Clear,Low,Partner,0,0
CAB_15675,2024-04-15 23:21:00,Old Town,Residential,16.35,342.52,23,15,0,2,Premium,UPI,5.0,4.32,4.29,86.01,1,33,2,1.18,76.11,Clear,Severe,Call Center,0,1
CAB_15676,2024-03-18 18:29:00,Business District,Old Town,10.24,211.98,18,18,0,3,Premium,UPI,4.68,4.79,4.83,99.0,3,33,1,1.53,28.9,Rainy,Moderate,App,0,1
CAB_15677,2025-12-20 02:42:00,Residential,Market,5.0,159.71,2,20,5,4,Premium,Wallet,4.67,4.22,6.5,59.89,0,40,1,1.0,31.49,Clear,Low,Website,1,1
CAB_15678,2025-04-27 15:02:00,Residential,University,1.0,120.0,15,27,6,3,Economy,Wallet,4.72,4.01,0.5,88.76,1,33,2,1.0,11.14,Clear,Low,App,1,0
CAB_15679,2026-12-25 17:45:00,Airport,Old Town,7.37,187.92,17,25,4,1,Auto,UPI,5.0,4.38,5.67,97.84,0,43,1,1.98,42.29,Storm,Low,Website,0,0
CAB_15680,2024-07-03 22:10:00,Old Town,University,12.48,268.92,22,3,2,4,SUV,Cash,3.45,4.89,3.76,75.2,2,29,1,1.0,54.71,Cloudy,Moderate,App,0,1
CAB_15681,2025-12-17 05:32:00,Business District,Business District,4.65,120.0,5,17,2,2,Economy,Wallet,5.0,4.52,5.27,87.35,2,37,2,1.0,11.94,Cloudy,Low,App,0,0
CAB_15682,2026-07-14 10:36:00,Old Town,Old Town,1.0,120.0,10,14,1,4,Economy,Cash,5.0,4.64,0.5,99.0,1,30,1,1.31,19.06,Cloudy,Heavy,Partner,0,0
CAB_15683,2024-09-16 03:51:00,Airport,Harbor,12.97,282.71,3,16,0,4,Economy,Card,4.97,4.81,6.04,83.76,0,32,2,1.0,60.93,Cloudy,Moderate,Call Center,0,0
CAB_15684,2025-06-09 09:05:00,Old Town,Business District,13.02,331.3,9,9,0,4,Economy,Card,3.93,3.81,2.89,67.37,0,26,0,1.35,52.41,Clear,Moderate,Website,0,1
CAB_15685,2024-01-14 10:44:00,Business District,Market,10.6,268.44,10,14,6,3,Premium,Cash,4.5,4.18,3.17,84.08,0,36,2,1.62,48.35,Snow,Low,App,1,1
CAB_15686,2025-04-21 21:21:00,Residential,Old Town,8.42,191.76,21,21,0,4,Premium,UPI,3.82,4.63,1.06,52.37,3,31,0,1.0,25.76,Clear,Low,App,0,0
CAB_15687,2026-09-01 19:50:00,Downtown,Business District,15.18,325.77,19,1,1,2,Economy,Card,3.36,4.29,10.86,79.38,2,30,0,1.57,46.92,Clear,Heavy,Website,0,0
CAB_15688,2026-01-05 10:49:00,Airport,Harbor,9.9,186.06,10,5,0,1,Economy,UPI,4.45,4.49,8.19,76.99,2,24,0,1.0,37.22,Clear,Low,Website,0,0
CAB_15689,2026-05-22 17:30:00,Old Town,Downtown,8.5,188.32,17,22,4,4,Premium,Wallet,4.74,4.78,3.6,88.39,0,38,0,1.12,27.13,Clear,Low,App,0,0
CAB_15690,2024-09-13 21:29:00,Airport,Old Town,5.88,120.0,21,13,4,1,Economy,UPI,4.49,4.95,4.0,94.35,3,40,1,1.26,22.29,Snow,Low,Partner,0,1
CAB_15691,2026-12-25 11:54:00,Harbor,Market,6.86,187.69,11,25,4,4,Auto,Wallet,5.0,4.08,5.83,81.2,3,44,0,1.0,15.16,Clear,Moderate,App,0,0
CAB_15692,2026-04-20 18:22:00,Business District,Market,12.42,246.53,18,20,0,4,Premium,UPI,4.31,4.57,3.86,86.11,0,38,2,2.02,44.92,Storm,Low,Call Center,0,1
CAB_15693,2026-02-12 02:30:00,Harbor,Market,10.88,258.3,2,12,3,4,Economy,Card,4.36,3.57,4.47,70.61,1,25,0,1.72,63.49,Rainy,Moderate,App,0,1
CAB_15694,2024-07-13 20:43:00,Harbor,Airport,9.59,213.78,20,13,5,2,Premium,Cash,4.8,4.88,0.98,94.4,0,35,2,1.0,23.96,Clear,Low,Website,1,0
CAB_15695,2025-11-03 11:03:00,Old Town,Business District,8.7,167.03,11,3,0,2,Economy,UPI,4.11,4.43,0.5,79.13,2,35,1,1.8,43.6,Storm,Moderate,Call Center,0,1
CAB_15696,2025-12-22 00:56:00,Airport,Harbor,9.31,187.44,0,22,0,2,Economy,Cash,4.42,2.99,9.04,95.72,0,30,2,1.55,65.53,Rainy,Heavy,Call Center,0,1
CAB_15697,2024-05-06 00:14:00,Harbor,Market,17.72,384.55,0,6,0,3,Premium,Wallet,4.63,4.43,5.61,99.0,1,29,2,1.67,80.57,Rainy,Heavy,Website,0,1
CAB_15698,2024-11-08 01:01:00,Downtown,University,7.86,202.37,1,8,4,2,SUV,Wallet,3.97,4.37,2.66,95.14,5,35,1,1.44,40.37,Storm,Low,App,0,0
CAB_15699,2024-09-08 02:41:00,Airport,Business District,20.62,465.75,2,8,6,4,Economy,Cash,4.29,3.76,0.5,51.65,2,37,0,1.21,80.16,Storm,Low,Website,1,1
CAB_15700,2025-07-10 14:01:00,Airport,Market,2.58,120.0,14,10,3,4,Economy,Card,4.68,3.81,6.66,86.97,2,31,0,1.0,19.88,Cloudy,Low,App,0,0
CAB_15701,2024-05-02 05:04:00,Residential,Downtown,11.09,295.28,5,2,3,4,Premium,UPI,4.83,5.0,6.22,99.0,1,36,1,1.46,49.18,Rainy,Moderate,App,0,1
CAB_15702,2024-02-19 21:57:00,University,Residential,11.82,295.0,21,19,0,1,Premium,Card,4.65,4.08,9.37,99.0,4,23,1,1.71,54.55,Storm,Moderate,Website,0,1
CAB_15703,2025-11-19 03:27:00,University,Residential,8.2,177.64,3,19,2,2,Economy,Card,3.72,4.97,3.39,48.02,2,31,0,1.0,21.02,Clear,Low,App,0,1
CAB_15704,2026-05-27 17:00:00,Downtown,University,7.74,169.36,17,27,2,2,SUV,Wallet,3.94,4.08,0.71,99.0,1,38,0,2.14,35.47,Rainy,Moderate,App,0,0
CAB_15705,2026-12-20 02:28:00,Old Town,University,14.16,297.21,2,20,6,2,Premium,UPI,4.55,4.2,7.47,96.35,2,28,2,1.0,54.21,Clear,Moderate,Website,1,0
CAB_15706,2024-10-21 00:40:00,Airport,Harbor,1.0,120.0,0,21,0,3,Economy,Card,4.85,3.66,5.3,72.42,0,33,1,1.0,18.84,Clear,Low,Partner,0,0
CAB_15707,2024-12-15 18:47:00,Residential,Downtown,8.77,203.81,18,15,6,3,Premium,Wallet,4.27,5.0,2.15,68.91,3,37,0,2.15,33.46,Rainy,Low,Website,1,1
CAB_15708,2024-10-31 01:30:00,Old Town,Downtown,11.46,276.74,1,31,3,2,Premium,Wallet,3.9,5.0,4.96,68.27,2,34,2,1.23,42.35,Clear,Heavy,App,0,1
CAB_15709,2024-08-08 06:30:00,University,Market,6.49,120.0,6,8,3,4,Economy,Wallet,4.93,3.31,4.22,95.08,1,28,2,1.63,37.31,Rainy,Heavy,App,0,1
CAB_15710,2026-12-15 04:20:00,University,University,7.48,139.82,4,15,1,3,SUV,Cash,3.66,4.51,3.47,99.0,0,33,2,1.67,37.45,Rainy,Low,App,0,1
CAB_15711,2025-01-18 23:33:00,Airport,Old Town,13.29,251.44,23,18,5,2,Economy,UPI,4.22,4.61,5.95,79.5,1,37,0,1.75,62.51,Storm,Moderate,App,1,1
CAB_15712,2024-02-26 22:52:00,University,Old Town,11.31,251.56,22,26,0,4,Economy,Cash,5.0,4.51,7.17,77.12,0,31,1,1.59,51.11,Rainy,Low,App,0,1
CAB_15713,2025-04-02 22:18:00,University,Old Town,14.13,287.89,22,2,2,2,Economy,Card,3.98,4.17,5.75,87.63,1,31,3,1.71,41.57,Rainy,Moderate,App,0,1
CAB_15714,2026-03-22 05:54:00,Residential,Downtown,1.0,120.0,5,22,6,1,Economy,Card,3.93,4.93,4.74,73.34,3,39,0,1.25,23.05,Cloudy,Heavy,Call Center,1,1
CAB_15715,2025-01-30 14:06:00,Residential,Market,12.46,290.17,14,30,3,1,Economy,Card,4.13,4.67,1.37,99.0,2,35,0,1.0,24.42,Cloudy,Low,Website,0,0
CAB_15716,2025-12-27 23:28:00,Airport,Downtown,9.37,229.7,23,27,5,3,SUV,Cash,3.59,4.44,7.99,75.92,2,33,0,1.49,62.2,Clear,Severe,Website,1,1
CAB_15717,2024-07-24 15:08:00,Old Town,Harbor,1.0,120.0,15,24,2,3,SUV,Wallet,4.7,4.22,10.11,80.64,0,33,2,1.0,7.1,Clear,Moderate,App,0,0
CAB_15718,2026-12-24 10:16:00,Business District,Old Town,1.0,120.0,10,24,3,2,Auto,Card,4.68,4.81,7.03,69.7,2,35,1,1.0,5.0,Cloudy,Low,Website,0,0
CAB_15719,2024-08-29 11:22:00,Harbor,Market,9.9,189.26,11,29,3,3,Auto,Card,4.56,4.62,5.6,92.99,2,37,0,1.0,47.12,Cloudy,Moderate,App,0,0
CAB_15720,2026-03-21 12:47:00,Downtown,Downtown,9.61,148.07,12,21,5,1,Economy,Wallet,4.15,4.17,4.98,75.33,3,41,3,1.0,28.83,Clear,Low,App,1,0
CAB_15721,2026-06-05 10:31:00,Harbor,Residential,5.79,151.31,10,5,4,3,SUV,Wallet,3.9,4.15,10.39,78.75,1,34,3,1.0,43.29,Clear,Moderate,App,0,0
CAB_15722,2024-01-07 02:40:00,Downtown,Airport,2.48,120.0,2,7,6,4,SUV,Cash,3.94,4.84,3.57,82.3,3,30,1,1.0,20.18,Clear,Low,Website,1,0
CAB_15723,2025-12-25 17:54:00,Residential,Market,13.3,263.32,17,25,3,2,Economy,Card,3.83,4.12,10.11,99.0,2,38,3,1.21,43.23,Clear,Moderate,App,0,0
CAB_15724,2025-09-06 21:04:00,Market,Market,12.2,264.03,21,6,5,2,Premium,UPI,4.3,4.63,2.32,99.0,1,34,2,1.69,64.27,Rainy,Severe,App,1,1
CAB_15725,2024-04-24 05:05:00,Residential,Market,11.89,246.5,5,24,2,1,Economy,UPI,4.44,4.63,5.93,60.79,1,33,1,1.21,68.71,Cloudy,Severe,App,0,1
CAB_15726,2025-04-19 14:42:00,Market,University,13.45,272.14,14,19,5,4,Economy,UPI,4.08,4.79,5.89,74.66,1,29,2,1.31,48.47,Clear,Heavy,Partner,1,1
CAB_15727,2026-02-27 00:52:00,Airport,Market,7.5,134.32,0,27,4,1,Economy,Cash,4.76,3.42,8.86,99.0,1,32,0,1.0,27.75,Cloudy,Moderate,Website,0,0
CAB_15728,2026-01-05 20:42:00,Old Town,Business District,7.26,162.1,20,5,0,4,Economy,Card,4.38,3.92,0.5,88.28,2,29,0,1.63,33.71,Rainy,Low,Partner,0,1
CAB_15729,2024-03-25 04:55:00,Downtown,Residential,5.07,122.02,4,25,0,3,SUV,Wallet,5.0,4.72,1.76,99.0,1,41,0,1.87,27.62,Snow,Low,App,0,0
CAB_15730,2026-12-14 03:13:00,Business District,Downtown,9.75,181.95,3,14,0,4,Economy,UPI,4.56,5.0,8.39,75.55,1,38,1,1.0,38.27,Clear,Moderate,App,0,0
CAB_15731,2026-08-31 07:36:00,Residential,Old Town,1.0,120.0,7,31,0,2,Premium,Cash,4.99,4.4,8.57,97.66,2,31,2,1.71,33.38,Rainy,Heavy,Website,0,1
CAB_15732,2025-12-06 12:21:00,Residential,Residential,10.62,260.39,12,6,5,4,Economy,Cash,4.56,4.51,7.96,76.58,2,27,1,1.58,50.91,Rainy,Moderate,App,1,1
CAB_15733,2025-12-20 08:04:00,Business District,Downtown,18.12,406.85,8,20,5,4,Premium,UPI,4.62,4.5,2.86,90.23,4,45,0,1.32,65.54,Cloudy,Low,App,1,1
CAB_15734,2025-06-08 20:32:00,Downtown,Harbor,5.01,120.0,20,8,6,4,SUV,Cash,3.93,4.66,5.98,84.93,3,32,0,1.31,30.26,Rainy,Moderate,App,1,1
CAB_15735,2025-08-12 00:00:00,Old Town,Residential,2.96,120.0,0,12,1,4,Auto,UPI,4.65,4.92,9.38,92.49,3,37,0,1.2,36.85,Cloudy,Heavy,App,0,0
CAB_15736,2026-01-04 11:29:00,Old Town,Residential,14.71,351.38,11,4,6,4,Premium,Card,3.53,3.86,7.21,79.73,1,39,1,1.48,52.09,Snow,Low,App,1,1
CAB_15737,2026-05-02 06:06:00,Downtown,Downtown,1.0,120.0,6,2,5,3,SUV,Cash,4.9,3.93,1.31,99.0,1,30,1,1.67,10.07,Rainy,Low,Website,1,0
CAB_15738,2024-12-15 22:09:00,Airport,University,12.06,250.83,22,15,6,2,Economy,Card,4.6,4.16,0.5,86.57,1,36,1,1.0,42.24,Cloudy,Moderate,Website,1,1
CAB_15739,2025-11-26 02:16:00,Airport,Residential,13.76,289.43,2,26,2,2,Economy,UPI,3.88,5.0,4.88,93.7,0,36,0,1.45,51.21,Rainy,Low,Website,0,1
CAB_15740,2024-02-05 02:49:00,Airport,Residential,9.41,243.23,2,5,0,4,SUV,Card,4.39,3.45,5.31,81.66,1,29,0,1.0,32.48,Clear,Low,Call Center,0,1
CAB_15741,2026-01-26 15:26:00,Downtown,Airport,9.25,210.06,15,26,0,3,Premium,Cash,4.51,5.0,6.32,73.47,0,32,1,1.0,30.83,Clear,Low,Call Center,0,0
CAB_15742,2025-04-30 13:01:00,University,Harbor,11.5,228.48,13,30,2,1,Economy,Wallet,4.44,4.57,5.21,87.14,1,39,2,1.22,54.11,Clear,Heavy,App,0,1
CAB_15743,2025-02-08 23:21:00,Harbor,Residential,7.1,186.62,23,8,5,2,Auto,Cash,4.89,5.0,0.66,83.05,4,33,1,1.53,32.77,Rainy,Low,Website,1,1
CAB_15744,2025-12-29 20:24:00,University,Harbor,9.1,227.11,20,29,0,2,Economy,UPI,4.62,4.5,6.94,75.72,0,34,1,1.0,24.35,Clear,Moderate,Website,0,1
CAB_15745,2026-05-11 03:38:00,Old Town,Business District,10.34,239.48,3,11,0,3,Premium,UPI,4.63,3.99,7.11,96.34,4,32,2,1.88,39.25,Storm,Low,App,0,1
CAB_15746,2025-01-15 05:50:00,Market,Residential,8.13,169.86,5,15,2,3,Premium,UPI,4.45,4.09,7.77,60.09,1,47,1,1.0,23.47,Clear,Low,Call Center,0,0
CAB_15747,2024-03-03 08:13:00,University,Airport,19.58,449.33,8,3,6,2,Premium,Wallet,4.24,3.55,6.68,73.61,2,37,2,1.85,54.74,Rainy,Low,Call Center,1,1
CAB_15748,2026-08-13 02:51:00,Airport,Market,5.3,122.26,2,13,3,3,Premium,UPI,4.52,4.54,10.04,80.06,0,29,0,1.0,21.41,Cloudy,Low,App,0,1
CAB_15749,2026-09-16 12:09:00,Harbor,Market,2.88,150.99,12,16,2,4,SUV,UPI,4.5,4.36,7.57,79.81,0,35,0,1.0,20.59,Cloudy,Low,App,0,0
CAB_15750,2025-08-21 02:47:00,Airport,Business District,6.99,190.1,2,21,3,3,Premium,Card,4.69,3.55,7.67,86.72,3,37,2,1.0,55.22,Cloudy,Moderate,Website,0,1
CAB_15751,2024-08-09 12:13:00,Business District,Old Town,6.52,148.41,12,9,4,4,SUV,Wallet,4.75,4.2,10.14,86.82,0,32,1,1.39,29.45,Rainy,Moderate,Website,0,0
CAB_15752,2024-04-05 05:23:00,Market,Business District,7.28,150.54,5,5,4,4,Premium,UPI,4.76,4.42,0.5,99.0,1,28,0,1.48,39.28,Storm,Low,Website,0,0
CAB_15753,2025-12-03 18:08:00,Old Town,University,5.48,120.0,18,3,2,3,SUV,Cash,4.86,4.44,4.8,98.62,1,36,2,1.54,51.26,Storm,Moderate,App,0,1
CAB_15754,2025-10-29 04:04:00,Market,Market,3.02,120.0,4,29,2,1,Economy,Card,4.9,5.0,5.13,99.0,0,36,0,1.45,31.23,Cloudy,Severe,Partner,0,0
CAB_15755,2024-05-09 14:03:00,Harbor,Market,12.49,280.7,14,9,3,2,Economy,Cash,5.0,4.33,4.61,97.93,3,41,0,1.33,41.13,Rainy,Low,Partner,0,0
CAB_15756,2026-03-04 14:08:00,Downtown,University,7.79,215.32,14,4,2,1,Premium,Card,3.99,5.0,3.88,72.62,0,39,0,1.0,28.65,Clear,Low,Website,0,0
CAB_15757,2026-10-11 00:28:00,Downtown,University,6.32,147.28,0,11,6,1,Economy,Wallet,3.92,3.05,10.51,84.31,3,46,1,1.77,30.43,Storm,Low,App,1,0
CAB_15758,2024-10-24 19:03:00,Downtown,University,7.69,180.95,19,24,3,4,Economy,UPI,4.71,4.79,1.9,70.22,0,33,1,1.31,28.48,Cloudy,Low,Website,0,0
CAB_15759,2026-12-15 14:27:00,Residential,Old Town,16.88,397.72,14,15,1,1,Premium,Card,5.0,4.4,0.5,79.47,3,30,1,1.48,65.51,Clear,Heavy,App,0,1
CAB_15760,2026-07-08 10:56:00,Residential,Downtown,12.0,278.21,10,8,2,4,Economy,Cash,4.26,4.87,2.08,58.97,0,38,1,1.17,59.07,Cloudy,Heavy,App,0,1
CAB_15761,2026-04-11 22:39:00,Market,University,12.35,261.81,22,11,5,4,Economy,UPI,5.0,4.27,7.53,88.15,0,34,0,1.0,28.58,Clear,Low,App,1,0
CAB_15762,2025-04-26 15:34:00,Old Town,Downtown,10.07,227.43,15,26,5,2,Economy,Card,5.0,4.05,10.27,94.47,2,29,0,1.0,38.0,Cloudy,Low,App,1,0
CAB_15763,2026-01-05 12:21:00,Residential,Downtown,9.28,209.84,12,5,0,1,SUV,Wallet,4.97,4.43,4.5,87.42,1,36,2,1.31,36.1,Rainy,Low,App,0,1
CAB_15764,2026-02-24 23:45:00,Residential,University,1.0,120.0,23,24,1,3,Premium,Wallet,4.84,4.24,5.11,77.2,3,37,1,1.71,5.94,Storm,Moderate,Call Center,0,0
CAB_15765,2025-07-18 20:41:00,Harbor,University,1.9,120.0,20,18,4,1,SUV,Wallet,4.74,4.48,3.85,59.16,1,32,0,1.95,36.85,Storm,Heavy,App,0,1
CAB_15766,2025-03-25 18:01:00,University,Downtown,12.0,271.35,18,25,1,4,Economy,Cash,4.08,4.07,6.44,81.83,3,35,3,1.33,32.87,Cloudy,Low,App,0,0
CAB_15767,2025-03-11 14:38:00,Old Town,Business District,7.36,120.0,14,11,1,2,Premium,UPI,4.17,4.8,4.39,70.03,3,39,0,1.86,29.02,Rainy,Heavy,App,0,1
CAB_15768,2025-02-03 09:29:00,Business District,Harbor,4.99,120.0,9,3,0,1,Economy,Card,4.55,4.12,7.69,99.0,3,29,0,2.05,11.05,Rainy,Low,Call Center,0,0
CAB_15769,2024-03-18 18:39:00,Harbor,Downtown,10.11,278.5,18,18,0,2,Premium,Cash,4.33,3.13,6.31,84.0,3,36,0,1.77,61.06,Rainy,Heavy,Call Center,0,1
CAB_15770,2025-08-15 08:01:00,Old Town,Market,3.45,120.0,8,15,4,1,SUV,UPI,4.49,4.92,1.75,97.09,4,32,4,2.09,58.34,Rainy,Severe,App,0,1
CAB_15771,2026-04-19 20:30:00,Downtown,Market,10.8,267.73,20,19,6,1,Economy,UPI,4.91,3.8,2.88,92.99,1,32,2,1.83,42.7,Rainy,Low,App,1,1
CAB_15772,2025-07-29 03:26:00,Harbor,Market,11.26,242.35,3,29,1,3,SUV,UPI,3.59,4.5,3.53,99.0,0,39,1,1.52,46.38,Rainy,Low,Call Center,0,1
CAB_15773,2025-02-15 09:01:00,Market,Airport,5.67,133.61,9,15,5,2,Premium,UPI,3.7,3.91,7.54,89.03,4,23,3,1.66,25.13,Rainy,Moderate,Website,1,0
CAB_15774,2026-05-21 06:30:00,Harbor,Business District,4.81,120.0,6,21,3,4,Premium,Card,4.68,4.66,6.49,99.0,0,35,0,1.0,27.22,Cloudy,Moderate,Partner,0,0
